"hgnc"	"model_organism"	"line"	"sex"	"change_percentage"	"p_value"	"sample"	"age_of_control_min"	"age_of_control_mean"	"age_of_control_max"	"age_of_experiment_min"	"age_of_experiment_mean"	"age_of_experiment_max"	"age_unit"	"change_type"	"control_cohort_size"	"experiment_cohort_size"	"statistical_method"	"expression_evaluation_by"	"measurement_method"	"comment"	"doi"	"pmid"
"HSPA8"	"human"	"n/a"	"all"	"-35.8974%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"HTR2A"	"human"	"n/a"	"all"	"-50.9804%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"HTRA1"	"human"	"n/a"	"all"	"51.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"ICAM2"	"human"	"n/a"	"all"	"57.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"ICAM2"	"human"	"n/a"	"all"	"58.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"IFI16"	"human"	"n/a"	"all"	"96.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"IL33"	"human"	"n/a"	"all"	"174.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"INHBB"	"human"	"n/a"	"all"	"78.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"INPP4A"	"human"	"n/a"	"all"	"-49.2386%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"INSR"	"human"	"n/a"	"all"	"59.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"IQGAP1"	"human"	"n/a"	"all"	"76.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"IRF7"	"human"	"n/a"	"all"	"89.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"ITGAV"	"human"	"n/a"	"all"	"78.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"ITM2A"	"human"	"n/a"	"all"	"72.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"ITM2B"	"human"	"n/a"	"all"	"-34.6405%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"ITPKA"	"human"	"n/a"	"all"	"-59.3496%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"ITPKB"	"human"	"n/a"	"all"	"93.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"ITPRID2"	"human"	"n/a"	"all"	"175.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"KCNJ9"	"human"	"n/a"	"all"	"-54.955%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"KDSR"	"human"	"n/a"	"all"	"95.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"KIF1B"	"human"	"n/a"	"all"	"-54.955%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"KLC1"	"human"	"n/a"	"all"	"70.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"LAMP2"	"human"	"n/a"	"all"	"134.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"LAMP2"	"human"	"n/a"	"all"	"127.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"LEPR"	"human"	"n/a"	"all"	"69.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"LITAF"	"human"	"n/a"	"all"	"169.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"LPIN1"	"human"	"n/a"	"all"	"55.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"LPP"	"human"	"n/a"	"all"	"85.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"LRP4"	"human"	"n/a"	"all"	"102.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"LTBP1"	"human"	"n/a"	"all"	"79.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MAL"	"human"	"n/a"	"all"	"66.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MAOA"	"human"	"n/a"	"all"	"59.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MAP1B"	"human"	"n/a"	"all"	"-77.221%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MAP2K4"	"human"	"n/a"	"all"	"-67.6375%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MAP3K5"	"human"	"n/a"	"all"	"58.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MAPK1"	"human"	"n/a"	"all"	"-45.9459%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MAPK9"	"human"	"n/a"	"all"	"-42.1965%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MAPT"	"human"	"n/a"	"all"	"-56.71%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MAT2A"	"human"	"n/a"	"all"	"-51.9231%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MBNL2"	"human"	"n/a"	"all"	"-37.5%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MEGF8"	"human"	"n/a"	"all"	"-55.7522%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MFAP3L"	"human"	"n/a"	"all"	"59.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MLC1"	"human"	"n/a"	"all"	"61.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MRPL28"	"human"	"n/a"	"all"	"-41.5205%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MRPS12"	"human"	"n/a"	"all"	"-53.7037%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MSN"	"human"	"n/a"	"all"	"66.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MT1G"	"human"	"n/a"	"all"	"122.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MT2A"	"human"	"n/a"	"all"	"72.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MT2A"	"human"	"n/a"	"all"	"51.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MTOR"	"human"	"n/a"	"all"	"-48.4536%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MTRR"	"human"	"n/a"	"all"	"57.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MTSS1"	"human"	"n/a"	"all"	"50.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MYL12A"	"human"	"n/a"	"all"	"66.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MYO10"	"human"	"n/a"	"all"	"113.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"MYOF"	"human"	"n/a"	"all"	"115.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NAPA"	"human"	"n/a"	"all"	"-36.3057%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NAPG"	"human"	"n/a"	"all"	"-55.157%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NEBL"	"human"	"n/a"	"all"	"52.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NECTIN3"	"human"	"n/a"	"all"	"-39.0244%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NEK7"	"human"	"n/a"	"all"	"98.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NFE2L2"	"human"	"n/a"	"all"	"74.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NFKBIA"	"human"	"n/a"	"all"	"64.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NIPBL"	"human"	"n/a"	"all"	"64.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NPC1"	"human"	"n/a"	"all"	"55.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NR1D2"	"human"	"n/a"	"all"	"-66.1017%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NRXN1"	"human"	"n/a"	"all"	"-35.4839%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NT5C2"	"human"	"n/a"	"all"	"62.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NUDT21"	"human"	"n/a"	"all"	"-55.3571%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NUTF2"	"human"	"n/a"	"all"	"-47.0899%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NXT2"	"human"	"n/a"	"all"	"78.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"OFD1"	"human"	"n/a"	"all"	"63.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"OGG1"	"human"	"n/a"	"all"	"59.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"OGT"	"human"	"n/a"	"all"	"-35.4839%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"OLIG2"	"human"	"n/a"	"all"	"55.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"OLIG2"	"human"	"n/a"	"all"	"68.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PAK1"	"human"	"n/a"	"all"	"-62.6866%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PAK1"	"human"	"n/a"	"all"	"-66.6667%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PALLD"	"human"	"n/a"	"all"	"94.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PANK3"	"human"	"n/a"	"all"	"-43.5028%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PCMT1"	"human"	"n/a"	"all"	"-62.963%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PDE4D"	"human"	"n/a"	"all"	"-47.9167%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PDLIM5"	"human"	"n/a"	"all"	"74.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PENK"	"human"	"n/a"	"all"	"-60.6299%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PEX1"	"human"	"n/a"	"all"	"55.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PHF3"	"human"	"n/a"	"all"	"84.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PHLPP1"	"human"	"n/a"	"all"	"53.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PICALM"	"human"	"n/a"	"all"	"57.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PIK3C2A"	"human"	"n/a"	"all"	"84.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PITPNA"	"human"	"n/a"	"all"	"-36.7089%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PITPNB"	"human"	"n/a"	"all"	"-50.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PLD3"	"human"	"n/a"	"all"	"-39.0244%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PLP1"	"human"	"n/a"	"all"	"56.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
